nb_params,step,log_Z,var_log_Z,density_calls,loss,lr,training_time
37570,0,,,,,,
,0,-36.45860355377197,820.1056276243643,0,,,
,1,,,,137.97565,0.0009989748,
,2,,,,143.61986,0.0009979504,
,3,,,,137.87798,0.0009969271,
,4,,,,136.02155,0.000995905,
,5,,,,133.88094,0.0009948838,
,6,,,,122.22227,0.0009938638,
,7,,,,129.01811,0.0009928447,
,8,,,,117.00501,0.0009918266,
,9,,,,107.95392,0.0009908098,
,10,,,,99.21706,0.0009897938,
,11,,,,102.6491,0.0009887789,
,12,,,,92.9042,0.0009877651,
,13,,,,74.39468,0.0009867523,
,14,,,,67.934296,0.0009857406,
,15,,,,56.207306,0.0009847298,
,16,,,,36.00488,0.0009837202,
,17,,,,30.432638,0.0009827116,
,18,,,,20.073374,0.0009817039,
,19,,,,9.800937,0.0009806973,
,20,,,,5.937508,0.0009796917,
,21,,,,8.124499,0.0009786873,
,22,,,,15.4055,0.0009776838,
,23,,,,22.931889,0.0009766814,
,24,,,,26.198818,0.00097567984,
,25,,,,31.27116,0.0009746795,
,26,,,,31.661661,0.0009736801,
,27,,,,25.343615,0.00097268174,
,28,,,,21.147316,0.00097168447,
,29,,,,16.39376,0.00097068807,
,30,,,,9.506877,0.00096969283,
,31,,,,7.240656,0.0009686985,
,32,,,,4.2775455,0.0009677053,
,33,,,,4.6959743,0.00096671307,
,34,,,,5.5276566,0.0009657219,
,35,,,,6.4482284,0.0009647317,
,36,,,,7.677558,0.0009637425,
,37,,,,7.084325,0.00096275436,
,38,,,,6.354926,0.00096176716,
,39,,,,5.6520643,0.000960781,
,40,,,,5.282781,0.00095979596,
,41,,,,4.552071,0.0009588118,
,42,,,,4.2381186,0.0009578287,
,43,,,,5.9137626,0.0009568466,
,44,,,,5.286364,0.0009558655,
,45,,,,6.14371,0.0009548854,
,46,,,,5.705177,0.00095390633,
,47,,,,4.3775597,0.0009529282,
,48,,,,4.8409843,0.0009519512,
,49,,,,5.019778,0.0009509751,
,50,,,,4.295079,0.00095,
,51,,,,4.4887543,0.00094902597,
,52,,,,4.634557,0.00094805285,
,53,,,,4.438287,0.00094708084,
,54,,,,4.2248797,0.00094610977,
,55,,,,3.9879668,0.0009451396,
,56,,,,4.768038,0.0009441706,
,57,,,,4.8044596,0.00094320247,
,58,,,,5.219679,0.00094223535,
,59,,,,4.758504,0.0009412693,
,60,,,,4.8128266,0.00094030413,
,61,,,,4.0869794,0.00093934,
,62,,,,4.7224913,0.0009383768,
,63,,,,3.8497913,0.0009374147,
,64,,,,5.2985587,0.0009364535,
,65,,,,3.9640641,0.0009354933,
,66,,,,4.9587655,0.0009345341,
,67,,,,4.32872,0.0009335759,
,68,,,,3.7887115,0.0009326187,
,69,,,,4.0313406,0.00093166245,
,70,,,,4.47781,0.0009307072,
,71,,,,4.4549685,0.0009297529,
,72,,,,4.0791154,0.00092879956,
,73,,,,4.07166,0.0009278472,
,74,,,,4.3026514,0.0009268959,
,75,,,,3.6947837,0.0009259455,
,76,,,,4.8589897,0.00092499604,
,77,,,,4.0000577,0.0009240476,
,78,,,,4.589251,0.0009231002,
,79,,,,4.3881617,0.0009221537,
,80,,,,4.3563886,0.0009212082,
,81,,,,4.4135036,0.00092026364,
,82,,,,3.674065,0.00091932004,
,83,,,,3.9287012,0.0009183774,
,84,,,,4.598195,0.00091743574,
,85,,,,4.5450673,0.00091649505,
,86,,,,4.1198907,0.00091555534,
,87,,,,3.5702703,0.0009146166,
,88,,,,4.2879453,0.0009136788,
,89,,,,4.0707846,0.000912742,
,90,,,,3.8500912,0.00091180607,
,91,,,,4.747919,0.0009108712,
,92,,,,4.785534,0.00090993725,
,93,,,,3.8663898,0.00090900424,
,94,,,,4.5019855,0.0009080722,
,95,,,,4.099822,0.00090714113,
,96,,,,4.292352,0.000906211,
,97,,,,4.4608393,0.0009052818,
,98,,,,4.3706307,0.0009043536,
,99,,,,3.9974253,0.0009034263,
,100,,,,3.531683,0.0009025,
,101,,,,4.902332,0.0009015747,
,102,,,,4.3100767,0.0009006502,
,103,,,,4.093095,0.00089972676,
,104,,,,3.724114,0.0008988042,
,105,,,,4.1364956,0.0008978827,
,106,,,,3.9956112,0.000896962,
,107,,,,4.3267956,0.00089604233,
,108,,,,4.6251087,0.0008951236,
,109,,,,3.2872908,0.0008942058,
,110,,,,4.08315,0.0008932889,
,111,,,,3.987252,0.000892373,
,112,,,,3.517465,0.000891458,
,113,,,,4.2530513,0.0008905439,
,114,,,,4.1905804,0.0008896308,
,115,,,,4.1789722,0.00088871864,
,116,,,,3.6897235,0.0008878074,
,117,,,,4.4097943,0.00088689715,
,118,,,,3.4968433,0.0008859877,
,119,,,,4.070729,0.0008850793,
,120,,,,2.9944367,0.0008841718,
,121,,,,4.4555664,0.0008832652,
,122,,,,4.4081583,0.0008823596,
,123,,,,3.9056177,0.00088145485,
,124,,,,4.613515,0.00088055106,
,125,,,,4.087826,0.0008796482,
,126,,,,4.400614,0.0008787463,
,127,,,,3.9526978,0.0008778453,
,128,,,,4.3032618,0.00087694515,
,129,,,,4.4502163,0.00087604596,
,130,,,,4.300553,0.00087514776,
,131,,,,4.256527,0.0008742504,
,132,,,,4.119636,0.00087335403,
,133,,,,4.2507095,0.00087245856,
,134,,,,3.7289035,0.00087156397,
,135,,,,3.7784526,0.0008706703,
,136,,,,3.392768,0.0008697776,
,137,,,,4.502445,0.0008688857,
,138,,,,3.8451884,0.0008679949,
,139,,,,4.5909185,0.00086710486,
,140,,,,3.7910585,0.0008662158,
,141,,,,3.5184722,0.00086532766,
,142,,,,3.685217,0.00086444034,
,143,,,,3.5260842,0.000863554,
,144,,,,4.8823347,0.0008626686,
,145,,,,3.7640505,0.0008617841,
,146,,,,4.029124,0.00086090044,
,147,,,,4.242969,0.0008600178,
,148,,,,4.4700947,0.0008591359,
,149,,,,4.1530137,0.000858255,
,150,,,,5.6010747,0.000857375,
,151,,,,4.137579,0.00085649587,
,152,,,,3.833615,0.0008556177,
,153,,,,3.372866,0.00085474044,
,154,,,,4.065538,0.000853864,
,155,,,,3.963598,0.0008529885,
,156,,,,4.4386387,0.00085211394,
,157,,,,4.147234,0.0008512402,
,158,,,,4.240509,0.0008503674,
,159,,,,3.7571697,0.0008494955,
,160,,,,4.293665,0.00084862445,
,161,,,,4.3906217,0.00084775436,
,162,,,,3.5611997,0.0008468851,
,163,,,,3.9178288,0.00084601674,
,164,,,,3.648545,0.0008451493,
,165,,,,4.337101,0.00084428274,
,166,,,,4.4312296,0.000843417,
,167,,,,3.7310328,0.0008425523,
,168,,,,4.127387,0.00084168836,
,169,,,,3.691492,0.0008408254,
,170,,,,4.210312,0.0008399632,
,171,,,,4.670071,0.00083910197,
,172,,,,4.460243,0.0008382416,
,173,,,,3.5136566,0.0008373821,
,174,,,,4.870223,0.00083652354,
,175,,,,3.6783557,0.0008356658,
,176,,,,3.735508,0.0008348089,
,177,,,,4.2166104,0.000833953,
,178,,,,4.0472155,0.0008330979,
,179,,,,4.2755976,0.00083224365,
,180,,,,3.7701962,0.0008313904,
,181,,,,3.7821705,0.0008305379,
,182,,,,4.309735,0.00082968635,
,183,,,,3.712085,0.0008288356,
,184,,,,3.3712094,0.00082798576,
,185,,,,4.0591707,0.0008271368,
,186,,,,4.339328,0.00082628865,
,187,,,,3.8227997,0.00082544144,
,188,,,,4.30575,0.00082459516,
,189,,,,4.3553247,0.00082374964,
,190,,,,4.354957,0.000822905,
,191,,,,4.12953,0.0008220612,
,192,,,,3.5318878,0.00082121836,
,193,,,,4.837775,0.0008203763,
,194,,,,4.4684277,0.00081953517,
,195,,,,3.4289744,0.0008186949,
,196,,,,4.452966,0.0008178554,
,197,,,,4.222788,0.0008170168,
,198,,,,4.561984,0.00081617915,
,199,,,,4.045926,0.0008153423,
,200,,,,4.269811,0.00081450626,
,201,,,,4.803089,0.0008136711,
,202,,,,4.6352234,0.0008128368,
,203,,,,4.6197786,0.00081200333,
,204,,,,4.512398,0.0008111708,
,205,,,,4.719554,0.00081033906,
,206,,,,4.0212865,0.0008095082,
,207,,,,4.5890923,0.00080867816,
,208,,,,4.568531,0.00080784905,
,209,,,,3.9451644,0.0008070207,
,210,,,,3.737009,0.0008061932,
,211,,,,4.2698216,0.0008053666,
,212,,,,5.193779,0.0008045409,
,213,,,,3.7190976,0.0008037159,
,214,,,,4.885193,0.00080289185,
,215,,,,4.223862,0.00080206856,
,216,,,,3.8197312,0.0008012462,
,217,,,,3.886691,0.0008004246,
,218,,,,4.516801,0.00079960393,
,219,,,,5.1177225,0.0007987841,
,220,,,,4.6344223,0.00079796504,
,221,,,,5.3475394,0.0007971468,
,222,,,,3.840276,0.00079632946,
,223,,,,4.0789657,0.000795513,
,224,,,,4.4116178,0.0007946973,
,225,,,,4.906817,0.0007938825,
,226,,,,3.8478281,0.0007930685,
,227,,,,4.3669295,0.00079225533,
,228,,,,4.743149,0.000791443,
,229,,,,3.7317924,0.0007906315,
,230,,,,4.296328,0.00078982086,
,231,,,,4.113483,0.00078901096,
,232,,,,3.911795,0.000788202,
,233,,,,4.0431657,0.0007873938,
,234,,,,4.5932636,0.00078658643,
,235,,,,4.1917586,0.0007857799,
,236,,,,4.7656994,0.00078497425,
,237,,,,4.4607787,0.0007841694,
,238,,,,4.295577,0.00078336534,
,239,,,,4.695974,0.0007825622,
,240,,,,4.918354,0.0007817598,
,241,,,,4.337152,0.0007809582,
,242,,,,4.8884673,0.0007801574,
,243,,,,4.7915096,0.0007793575,
,244,,,,5.071243,0.0007785584,
,245,,,,4.722426,0.0007777601,
,246,,,,4.8799524,0.0007769626,
,247,,,,4.1203356,0.0007761659,
,248,,,,4.208496,0.00077537016,
,249,,,,4.2828526,0.0007745751,
,250,,,,5.3640018,0.0007737809,
,251,,,,4.4558954,0.00077298755,
,252,,,,4.41472,0.00077219494,
,253,,,,4.592087,0.00077140325,
,254,,,,4.1269135,0.00077061227,
,255,,,,4.123619,0.0007698221,
,256,,,,3.848908,0.00076903275,
,257,,,,4.7373424,0.00076824427,
,258,,,,3.74391,0.00076745654,
,259,,,,4.2109857,0.0007666697,
,260,,,,5.1017,0.00076588354,
,261,,,,4.4735866,0.00076509826,
,262,,,,3.9673386,0.0007643138,
,263,,,,4.6137357,0.0007635301,
,264,,,,3.6359913,0.0007627472,
,265,,,,5.022513,0.0007619651,
,266,,,,5.231383,0.0007611839,
,267,,,,3.8738706,0.00076040335,
,268,,,,5.6613874,0.00075962377,
,269,,,,5.031604,0.00075884484,
,270,,,,4.0410905,0.0007580668,
,271,,,,4.253789,0.0007572895,
,272,,,,4.3695836,0.000756513,
,273,,,,4.929136,0.00075573736,
,274,,,,4.0375886,0.00075496244,
,275,,,,4.704504,0.00075418834,
,276,,,,3.8305502,0.0007534151,
,277,,,,4.46123,0.0007526426,
,278,,,,4.869139,0.00075187086,
,279,,,,3.8449256,0.0007510999,
,280,,,,4.269662,0.00075032975,
,281,,,,4.6826997,0.0007495604,
,282,,,,4.128774,0.0007487919,
,283,,,,4.4368725,0.0007480241,
,284,,,,4.5363207,0.00074725715,
,285,,,,4.633625,0.00074649096,
,286,,,,4.723479,0.0007457255,
,287,,,,3.9560351,0.0007449609,
,288,,,,4.164538,0.0007441971,
,289,,,,3.8579187,0.00074343407,
,290,,,,4.446219,0.0007426718,
,291,,,,4.0531373,0.00074191025,
,292,,,,4.566364,0.0007411496,
,293,,,,3.4523609,0.00074038963,
,294,,,,4.4656334,0.0007396304,
,295,,,,4.224585,0.0007388721,
,296,,,,4.4016976,0.0007381145,
,297,,,,4.5393076,0.00073735765,
,298,,,,4.5578284,0.00073660165,
,299,,,,4.7652245,0.00073584635,
,300,,,,4.4778976,0.00073509186,
,301,,,,3.7203288,0.00073433813,
,302,,,,3.9252133,0.0007335852,
,303,,,,3.869042,0.000732833,
,304,,,,4.300847,0.00073208165,
,305,,,,3.8313723,0.00073133095,
,306,,,,4.271606,0.0007305811,
,307,,,,3.6000774,0.00072983204,
,308,,,,4.7447863,0.00072908367,
,309,,,,3.6619272,0.00072833616,
,310,,,,3.617863,0.00072758936,
,311,,,,3.9403992,0.0007268433,
,312,,,,3.4223642,0.0007260981,
,313,,,,3.4542587,0.0007253536,
,314,,,,3.4987054,0.0007246098,
,315,,,,4.014686,0.0007238669,
,316,,,,4.1686063,0.00072312466,
,317,,,,4.107692,0.0007223832,
,318,,,,3.3851092,0.0007216425,
,319,,,,4.1962852,0.0007209026,
,320,,,,4.527233,0.00072016346,
,321,,,,3.7262168,0.000719425,
,322,,,,4.940431,0.0007186873,
,323,,,,3.7035882,0.00071795046,
,324,,,,4.267023,0.0007172143,
,325,,,,3.6854246,0.0007164789,
,326,,,,4.271614,0.0007157443,
,327,,,,4.4865584,0.0007150104,
,328,,,,4.210967,0.0007142773,
,329,,,,4.1800914,0.0007135449,
,330,,,,3.881111,0.0007128133,
,331,,,,3.2166042,0.00071208243,
,332,,,,4.4032364,0.0007113523,
,333,,,,4.336182,0.0007106229,
,334,,,,4.4505215,0.0007098943,
,335,,,,4.0225587,0.0007091664,
,336,,,,3.7792208,0.0007084393,
,337,,,,4.304363,0.00070771284,
,338,,,,3.539059,0.0007069872,
,339,,,,3.637754,0.0007062623,
,340,,,,3.8778858,0.0007055382,
,341,,,,3.8232353,0.00070481474,
,342,,,,4.0784693,0.00070409203,
,343,,,,3.5109448,0.00070337014,
,344,,,,3.5453851,0.00070264895,
,345,,,,4.2127686,0.00070192845,
,346,,,,4.24114,0.0007012087,
,347,,,,4.1185603,0.0007004898,
,348,,,,3.9980922,0.00069977157,
,349,,,,3.9250863,0.00069905404,
,350,,,,3.794655,0.0006983373,
,351,,,,3.7018247,0.0006976212,
,352,,,,3.4608424,0.00069690595,
,353,,,,4.1868157,0.0006961914,
,354,,,,4.0989175,0.00069547753,
,355,,,,3.3022833,0.0006947645,
,356,,,,3.726396,0.0006940521,
,357,,,,3.6054754,0.00069334044,
,358,,,,3.8501365,0.0006926295,
,359,,,,4.1339436,0.00069191935,
,360,,,,3.3815088,0.00069120986,
,361,,,,3.9605556,0.0006905012,
,362,,,,3.3786845,0.00068979315,
,363,,,,4.5676374,0.0006890859,
,364,,,,3.433996,0.0006883794,
,365,,,,3.296882,0.0006876735,
,366,,,,3.967916,0.00068696844,
,367,,,,3.536526,0.0006862641,
,368,,,,4.048248,0.0006855604,
,369,,,,3.1701252,0.0006848575,
,370,,,,3.6988673,0.00068415527,
,371,,,,3.9407248,0.00068345375,
,372,,,,4.2623467,0.000682753,
,373,,,,3.8441339,0.0006820529,
,374,,,,3.6994328,0.0006813536,
,375,,,,3.4478247,0.00068065495,
,376,,,,3.6371126,0.00067995704,
,377,,,,4.6129613,0.0006792599,
,378,,,,4.149185,0.0006785634,
